timestamp,alpha,beta,r_squared
2025-04-03 09:30:00-04:00,,,
2025-04-03 09:31:00-04:00,0.00012380589673855038,1.151345530270972,0.9368077428606303
2025-04-03 09:32:00-04:00,0.0001556096059789409,0.9759019032337382,0.9887135191947753
2025-04-03 09:33:00-04:00,0.0001556096059789409,0.9759019032337382,0.9887135191947753
2025-04-03 09:34:00-04:00,0.00017325006994653853,0.973340406009518,0.9820331335613012
2025-04-03 09:35:00-04:00,0.0009147549170977666,0.7979551906181749,0.9797910828508455
2025-04-03 09:36:00-04:00,0.0007793903994036641,0.8164797409761239,0.9808035033694208
2025-04-03 09:37:00-04:00,1.4449678118302113e-05,1.313588748867753,0.9938141921949313
2025-04-03 09:38:00-04:00,4.9413688358114e-07,1.752377938764882,0.9836352028056194
2025-04-03 09:39:00-04:00,2.9252212308282636e-06,1.533915418312128,0.9831295567705429
2025-04-03 09:40:00-04:00,2.9252212308282636e-06,1.533915418312128,0.9831295567705429
2025-04-03 09:41:00-04:00,2.402691023613842e-06,1.5392788487884406,0.9347628448294022
2025-04-03 09:42:00-04:00,1.164776721528208e-07,1.9235869348308803,0.9484520050441947
2025-04-03 09:43:00-04:00,1.7306046512305016e-08,2.1547298808665287,0.9456843963725798
2025-04-03 09:44:00-04:00,4.080904288299586e-12,3.254754228624391,0.9750982431374153
2025-04-03 09:45:00-04:00,3.0441918046355826e-10,2.6815488100010967,0.9739668323436378
2025-04-03 09:46:00-04:00,3.329676640146792e-10,2.6145340654705893,0.9921000171952458
2025-04-03 09:47:00-04:00,3.393237510168221e-05,1.222331864535284,0.9184380253706091
2025-04-03 09:48:00-04:00,5.770784874673953e-09,2.215776251541284,0.9862192554204865
2025-04-03 09:49:00-04:00,8.205781907295523e-06,1.4094596325371869,0.9229360234784635
2025-04-03 09:50:00-04:00,4.799515695839039e-05,1.1751358175941293,0.9279933858860443
2025-04-03 09:51:00-04:00,1.5235092220879765e-06,1.5251850300440855,0.9547010974796695
2025-04-03 09:52:00-04:00,1.973121697644655e-07,1.8766508170102005,0.941876246931391
2025-04-03 09:53:00-04:00,0.00015174461796606072,0.9973141074140576,0.924447498063631
2025-04-03 09:54:00-04:00,0.00016517619581449383,0.9881611993343934,0.9568821030856218
2025-04-03 09:55:00-04:00,0.0007998547976818066,0.7890179412540713,0.9565494148649765
2025-04-03 09:56:00-04:00,1.7765447605707338e-05,1.225697419086013,0.9884923331316933
2025-04-03 09:57:00-04:00,1.1288942622572548e-05,1.3421396928591187,0.97050132599082
2025-04-03 09:58:00-04:00,7.190677973845484e-06,1.391206375371299,0.9649471749935129
2025-04-03 09:59:00-04:00,2.2477561382864987e-05,1.2530078144895838,0.9546543517162557
2025-04-03 10:00:00-04:00,6.755975695996843e-05,1.1062771080123412,0.9649758034051048
2025-04-03 10:01:00-04:00,0.00010156040653569921,1.0349828552324323,0.9600162740593041
2025-04-03 10:02:00-04:00,0.03159782695867402,0.30039860085019277,0.9634923655090925
2025-04-03 10:03:00-04:00,0.013314011446238934,0.3973821284018862,0.9710581397972217
2025-04-03 10:04:00-04:00,0.0004312936958553233,0.8466175254125505,0.9950047232744321
2025-04-03 10:05:00-04:00,0.0009081330680666534,0.7520012732954139,0.99449098260103
2025-04-03 10:06:00-04:00,2.0222759259500465e-06,1.6724309501117631,0.9795155770500585
2025-04-03 10:07:00-04:00,1.171069362808998e-10,2.910461568414708,0.9937032628279359
2025-04-03 10:08:00-04:00,7.051888335536751e-05,0.9944869012110401,0.9787454488771172
2025-04-03 10:09:00-04:00,1.4185408336625914e-06,1.5340300416983885,0.9900046480712431
2025-04-03 10:10:00-04:00,0.009049004828278565,0.39337504036520476,0.9313304702738774
2025-04-03 10:11:00-04:00,6.24584826360349e-05,1.0830100791249595,0.941521342708028
2025-04-03 10:12:00-04:00,5.668325664452845e-09,2.2561863584735016,0.975402704340868
2025-04-03 10:13:00-04:00,4.679090278828069e-09,2.260005486221418,0.9675283072533312
2025-04-03 10:14:00-04:00,2.9018948182178537e-05,1.1754151145407628,0.9623913074452631
2025-04-03 10:15:00-04:00,0.0025875973286079647,0.5204448924367544,0.9845734967420086
2025-04-03 10:16:00-04:00,1.9587836713241597e-05,1.1483872006882463,0.9945711656039536
2025-04-03 10:17:00-04:00,2.1046619701045498e-07,1.7556606709404543,0.9813886393898664
2025-04-03 10:18:00-04:00,6.978329488391547e-07,1.594537134748708,0.9646486546745713
2025-04-03 10:19:00-04:00,1.461522541877031e-06,1.6163791742204414,0.9634069292967141
2025-04-03 10:20:00-04:00,1.437262714943628e-07,1.882962486178132,0.9311482861458231
2025-04-03 10:21:00-04:00,2.7588876342304483e-05,1.2179132840233398,0.9468088612443326
2025-04-03 10:22:00-04:00,2.0035419016780073e-06,1.5757954473075715,0.9325576469472537
2025-04-03 10:23:00-04:00,1.5711644548986127e-06,1.614800488894314,0.9894587716927303
2025-04-03 10:24:00-04:00,1.6197515465488047e-05,1.268818979686083,0.9875391742565935
2025-04-03 10:25:00-04:00,1.5893011509616648e-06,1.4666710057364771,0.9617519098182126
2025-04-03 10:26:00-04:00,1.9441442207869607e-11,2.940551582139231,0.9812713413838879
2025-04-03 10:27:00-04:00,3.5980452179317646e-10,2.6269942683250593,0.9841156885735958
2025-04-03 10:28:00-04:00,8.684296892327616e-05,1.006333704531621,0.9104774155958069
2025-04-03 10:29:00-04:00,0.00024102206202467893,0.6861739102381671,0.979425305925048
2025-04-03 10:30:00-04:00,1.6158433621834403e-18,4.505738394100606,0.9909487554231766
2025-04-03 10:31:00-04:00,2.5656173453628396e-08,1.9700390549005544,0.9656571466245717
2025-04-03 10:32:00-04:00,1.8275643123578044e-05,1.1972232424499836,0.9079341465737004
2025-04-03 10:33:00-04:00,5.127375075832479e-06,1.4399981016502295,0.9499677838627104
2025-04-03 10:34:00-04:00,0.006453812742707885,0.3385910831980628,0.9585961494791269
2025-04-03 10:35:00-04:00,0.000422097487859861,0.7777233032010384,0.9926159424586029
2025-04-03 10:36:00-04:00,2.056501220028136e-07,1.7989034210203165,0.9922649736188545
2025-04-03 10:37:00-04:00,2.1940825675178852e-10,2.7140758948929964,0.9680527327720952
2025-04-03 10:38:00-04:00,7.694924267625284e-10,2.4143181312884883,0.9862545615378546
2025-04-03 10:39:00-04:00,3.735897810785494e-05,1.0887584976161053,0.9580170810418718
2025-04-03 10:40:00-04:00,0.0024735344296892754,0.4462213883228076,0.9574278787541483
2025-04-03 10:41:00-04:00,2.945439862890319e-09,2.1580057022139987,0.9983991159008742
2025-04-03 10:42:00-04:00,3.145712425692204e-06,1.2954205312939835,0.9951187193938497
2025-04-03 10:43:00-04:00,1.0556928487238767e-06,1.460978374961882,0.9892146572799566
2025-04-03 10:44:00-04:00,1.2244817856651082e-07,1.7350905070299074,0.9907436133585359
2025-04-03 10:45:00-04:00,5.914973831327888e-06,1.2417536135754592,0.9932421264181192
2025-04-03 10:46:00-04:00,4.476106996028818e-07,1.5291856911552493,0.9945986464076264
2025-04-03 10:47:00-04:00,9.130640793803276e-06,1.1915727000025025,0.9951867482044628
2025-04-03 10:48:00-04:00,0.00040006708836094903,0.6826039883384019,0.9946890869042639
2025-04-03 10:49:00-04:00,5.680442149048819e-09,2.1253043058727914,0.9957819909529261
2025-04-03 10:50:00-04:00,3.6220309600280053e-06,1.368401320008956,0.9728681821757924
2025-04-03 10:51:00-04:00,7.465833575652704e-05,0.9408369469642461,0.9879006021021173
2025-04-03 10:52:00-04:00,8.709153913959567e-11,2.6120005688159957,0.9726046680343108
2025-04-03 10:53:00-04:00,0.000803972529843009,0.6185575604854002,0.9808880509784186
2025-04-03 10:54:00-04:00,1.4204788160110928e-06,1.4096698064262945,0.9842043417062802
2025-04-03 10:55:00-04:00,7.716728957071895e-05,0.93683367917409,0.9989219757040784
2025-04-03 10:56:00-04:00,3.93128931207384e-07,1.6489190448325144,0.9935823147423677
2025-04-03 10:57:00-04:00,5.701511120536362e-07,1.5757833632302303,0.9887913120314725
2025-04-03 10:58:00-04:00,1.3165222176965182e-06,1.5346882221041458,0.9456640760203747
2025-04-03 10:59:00-04:00,1.1298978368464328e-12,3.275317349797798,0.9919037096087577
2025-04-03 11:00:00-04:00,5.126959718232922e-05,0.9856370678770383,0.9986033668856831
2025-04-03 11:01:00-04:00,5.404198741771809e-09,2.2037988843780476,0.9945180969787399
2025-04-03 11:02:00-04:00,1.007274209130304e-06,1.5398778419156094,0.986402715290975
2025-04-03 11:03:00-04:00,5.2827565607065775e-06,1.3334568464089964,0.9597304096605231
2025-04-03 11:04:00-04:00,1.0475091331212879e-05,1.229345804808697,0.9700719662907142
2025-04-03 11:05:00-04:00,0.0008268411865170174,0.6053772347179535,0.9796516085393502
2025-04-03 11:06:00-04:00,1.945863252686986e-05,1.0340450422181635,0.9887439215171668
2025-04-03 11:07:00-04:00,2.8864545819246785e-06,1.3063143587632178,0.9796564235992207
2025-04-03 11:08:00-04:00,5.864579758758027e-08,1.8853578816102103,0.9715801323612876
2025-04-03 11:09:00-04:00,9.580329256757972e-08,1.804814983849852,0.9793502201964229
2025-04-03 11:10:00-04:00,3.9465943924305886e-08,1.919352588563691,0.9728940375369275
2025-04-03 11:11:00-04:00,9.26477094540596e-06,1.2075660336208378,0.9881616213086419
